HVQ_036_000001	Của bầu một nước, không gì quý bằng đất đai: nhân dân và của cải đều do đấy mà sinh ra.
HVQ_036_002779	Xã An Lạc, xã Man Đề có gạo biển.
HVQ_036_002780	Xã Đông Giang có hàm hương, cua, lươn.
HVQ_036_002781	Về huyện Chí Linh, các xã ở ven sông có nhệch, cá to, chè, bạch nhãn, mít.
HVQ_036_002782	Xã Đại Bát có khoai thơm.
HVQ_036_002783	Xã Phao Sơn có bưởi, xã Quảng Tân có rươi, sò, cấy.
HVQ_036_002784	Về huyện Thanh Hà có cau tươi, rươi.
HVQ_036_002785	Về huyện Tiên Minh có thuốc lào.
HVQ_036_002786	) Có 7 huyện: Huyện Nghi Dương, Huyện Giáp Sơn.
HVQ_036_002787	(a) Huyện Thanh Lâm 93 người đỗ, huyện Chí Linh 47 người, huyện Thanh Hà 25 người, huyện Tiên Minh 11 người.
HVQ_036_002788	(b) Trước 60 xã, nay 52 xã.
HVQ_036_002789	(c) Trước 66 xã, nay 63 xã.
HVQ_036_002790	(1) Có bản chép là Hoan Giang.
HVQ_036_002791	(2) Hàm hương tên một thứ mắm.
HVQ_036_002792	(3) Cũng đọc là Hiệp Sơn.
HVQ_036_002793	Dư địa chí 153 Huyện Đông Triều, Huyện An Lão, Huyện Kim Thành.
HVQ_036_002794	Huyện An Dương, Huyện Thủy Đường, Phủ Kinh Môn ở phía đông bắc trấn Hải Dương.
HVQ_036_002795	Huyện Nghi Dương, phía bắc có sông nhỏ bọc lấy, giáp huyện An Dương, phía nam có sông lớn bọc, giáp huyện Tiên Minh.
HVQ_036_002796	[Trong hạt có] núi Đồ Sơn mọc cao, đất liền với bãi biển.
HVQ_036_002797	Huyện Giáp Sơn, dòng sông phía tây tiếp huyện Chí Linh, phía bắc chảy qua huyện Đông Triều, phía nam quanh huyện Kim Thành, phía đông chảy sang huyện Thủy Đường, dồn vào sông Bạch Đằng.
HVQ_036_002798	Huyện Đông Triều, phía bắc tiếp giáp các núi ở hai huyện Phượng Nhãn; Lục Ngạn; các ngọn núi cao chót vót muôn trùng.
HVQ_036_002799	Phía tây giáp với sông huyện Chí Linh, sông này chảy về nam, qua huyện Thủy Đường rồi chảy vào sông Bạch Đằng.
HVQ_036_002800	Trong một huyện, núi sông rải rác.
HVQ_036_002801	Phía nam, thông đến tỉnh Quảng Yên, theo dòng sông đi ngược lên, suốt đến trấn sở Hải Dương được.
HVQ_036_002802	Huyện này là đường cốt yếu về mạn biển.
HVQ_036_002803	Thuyền bè đi lại phần nhiều đến các bến, các chợ Bí Giang, Lâm Xá, Trạo Hà, An Lâm để buôn bán.
HVQ_036_002804	Các bến, chợ này đều là nơi người và hàng hóa tụ họp [đông đúc].
HVQ_036_002805	Huyện An Lão, dòng sông từ huyện Kim Thành chảy xuống, một chi sông nhỏ đi qua giữa huyện, thế nước đi ngoằn ngoèo, gọi tên là sông Cửu Biểu, có hai nhánh.
HVQ_036_002806	Huyện này phía bắc đối ngạn với huyện An Dương.
HVQ_036_002807	(a) Trước 104 xã, nay 96 xã.
HVQ_036_002808	(b) Trước 68 xã, nay 68 xã.
HVQ_036_002809	(c) Có 81 xã, xưa gọi là Trà Hương.
HVQ_036_002810	(d) Trước 64 xã, nay 60 xã.
HVQ_036_002811	(đ) Trước 83 xã, nay 78 xã.
HVQ_036_002812	(1) Sau này đổi là Thủy Nguyên.
HVQ_036_002813	(2) Sách Hải Dương địa dư chép phía đông huyện này thông với tỉnh Quảng Yên.
HVQ_036_002814	Lịch triều hiến chương loại chí phía nam giáp huyện Tiên Minh, phía đông suốt đến huyện Nghi Dương.
HVQ_036_002815	Huyện Kim Thành có các sông bọc quanh như một nơi thành đồng hiểm vững, phía nam giáp sông huyện An Lão, phía tây tiếp với sông huyện Giáp Sơn, dòng sông chảy xuống qua ngã ba sông Hoàng Lâu thì chia ra một chi chảy qua huyện An Dương về phía đông, rồi cùng đổ ra biển.
HVQ_036_002816	Huyện An Dương, dòng sông từ ngã ba sông Hoàng Lâu chảy xuống chia một dòng chảy về phía nam, giáp huyện Nghi Dương; một dòng chảy sang phía bắc, giáp huyện Thủy Đường, rồi chảy cả về phía đông, ra cửa biển Nam Xương.
HVQ_036_002817	Huyện Thủy Đường, núi sông rải rác, phía tây liền với huyện Giáp Sơn, phía nam giáp huyện An Dương, phía đông đến sông Bạch Đằng, đối ngạn với trấn Quảng Yên.
HVQ_036_002818	Trong bảy huyện đều có núi sông cảnh đẹp, sông Bạch Đằng là nơi có tiếng thứ nhất trong những chỗ xung yếu.
HVQ_036_002819	Các đời, phần nhiều lập nên chiến công ở chỗ này.
HVQ_036_002820	Sông Bạch Đằng ở huyện Thủy Đường, về thời kỳ Nam Bắc phân tranh, chúa nhà Hán là Lưu Cung sai Hoằng Thao sang xâm lấn nước Nam.
HVQ_036_002821	Thuyền quân do sông Bạch Đằng tiến vào.
HVQ_036_002822	Ngô Quyền cho cắm cọc ở lòng sông nhử quân Hoằng Thao vào rồi đánh tan vỡ, bắt giết được Hoằng Thao.
HVQ_036_002823	Thời nhà Trần, người Nguyên sang xâm lấn, Hưng Đạo vương Trần Quốc Tuấn cũng cho cắm cọc ở sông ấy, đánh cho người Nguyên phải thua, bắt được tướng Nguyên là Ô Mã Nhi.
HVQ_036_002824	Trương Hán Siêu có bài phú "Sông Bạch Đằng".
HVQ_036_002825	Đầu đời Lê, Ức Trai Nguyễn Trãi có câu thơ rằng: Quan hà bách nhị do thiên thiết Hào kiệt công danh thử địa tàng.
HVQ_036_002826	(a) Tục gọi ngã ba Cung.
HVQ_036_002827	(1) Theo Hải dương địa dư chép phía bắc và phía đông huyện Kim Thành đều giáp Giáp Sơn.
HVQ_036_002828	(2) Tức là thời Hậu Ngũ đại bên Trung Quốc (907 - 959).
HVQ_036_002829	Dư địa chí 155 Nghĩa là:...
HVQ_036_002830	Chỗ xung yếu chỉ hai người chống được trăm người, do trời đặt ra.
HVQ_036_002831	Các bậc hào kiệt từng lập công ở đất này.
HVQ_036_002832	) Núi Yên Tử cảnh trí lại càng lạ tuyệt.
HVQ_036_002833	Vua nhà Trần thường xuất gia tu ở núi ấy.
HVQ_036_002834	(Núi Yên Tử ở huyện Đông Triều, tương truyền Yên Kỳ Sinh tu luyện ở đấy cho nên đặt tên núi như thế.
HVQ_036_002835	Nay còn có di tích cái lò nấu thuốc.
HVQ_036_002836	Trên núi có các cảnh đẹp như ngọn Tử Tiêu, am Ngọa Vân và Long Động.
HVQ_036_002837	Thời Trần, Huyền Quang thiền sư tu ở trên núi, có thơ rằng: Nhị can Long Động nhật, Do xích Hổ khê băng.
HVQ_036_002838	Nhàn lâm đa túc điểu, Quá bán bạn tăng.
HVQ_036_002839	Mặt trời ở động Rồng đã lên cao bằng ngọn sào, Nước đóng cứng ở khe Hổ còn dày đến hàng thước.
HVQ_036_002840	Rừng vắng vẻ có nhiều chim đậu, Quá nữa làm bạn với nhà sư thanh nhàn.
HVQ_036_002841	Trần Nhân Tông nhường ngôi xuất gia, thích chỗ này có ngọn núi chót vót, mới làm cái am ở bên cạnh động, thường cùng bọn hầu cận 5 - 6 người đến chùa Sùng Nghiêm để thuyết pháp).
HVQ_036_002842	Các chùa Hoa Yên, Sùng Nghiêm, Quỳnh Lâm, đều là cảnh chùa có danh tiếng thứ nhất ở vùng ấy.
HVQ_036_002843	(Chùa Hoa Yên ở đỉnh cao nhất núi Yên Tử, phong cảnh rộng thoáng, Ức Trai lên chơi có đề thơ: Yên Sơn sơn thượng tối cao phong, Tảo ngũ canh sơ nhật dĩ hồng.
HVQ_036_002844	(1) Toàn Việt thi lục chép là "Trúc".
HVQ_036_002845	(2) Giảng về giáo lý nhà Phật.
HVQ_036_002846	Lịch triều hiến chương loại chí Vũ trụ nhữn cùng thương hai ngoại, Tiểu đàm nhân tại bích uân trung.
HVQ_036_002847	LDịch] Ngọn núi cao nhất ở trên núi Yên Tử, Vừa mới đầu canh năm, đã thấy mặt trời mọc đỏ chói.
HVQ_036_002848	Mắt trông đến tận bầu trời ở ngoài biển xanh, Tiếng người cười nói như ở trong đám mây biếc.
HVQ_036_002849	Ba chùa Quỳnh Lâm, Hồ Thiên và Sùng Nghiêm, đều ở huyện Đông Triều, làm ra từ đời nhà Trần.
HVQ_036_002850	Khi Nhân Tông xuất gia đến chơi các chùa ấy, đều có tượng để lại.
HVQ_036_002851	Cảnh đẹp dấu thiêng, thật là những nơi rất đáng thưởng thức của trấn Hải Dương.
HVQ_036_002852	Đến đầu đời Vĩnh Khánh nhà Lê sửa sang lại, lấy dân ba huyện Đông Triều, Thủy Đường và Chí Linh để làm.
HVQ_036_002853	Chùa rất lộng lẫy.
HVQ_036_002854	Đầu đời Vĩnh Hựu lại bắt dân các huyện Giáp Sơn, Thủy Đường, Đông Triều, Kim Thành và Thanh Hà sửa sang lần nữa.
HVQ_036_002855	Còn các núi khác như Yên Phụ, Kính Chủ, Thiên Kỳ, Phượng Hoàng, Đồn Sơn, Lộc Đầu, Đông Sơn, Đạm Thủy, Hoàng Phái, Tượng Sơn, Đồ Sơn, đều là những cảnh đẹp, đáng du ngoạn.
HVQ_036_002856	(Núi Yên Phụ ở xã Tuyền Xã, huyện Giáp Sơn.
HVQ_036_002857	Một trái núi tròn, hai ngọn cao vót, là núi tổ của các núi trong một huyện.
HVQ_036_002858	Trên núi có một ngọn như cái cột cao ngất trời, lại có hai cái hồ: hồ bên ngoài nước đục, hồ bên trong nước trong.
HVQ_036_002859	Núi Kính Chủ ở huyện Giáp Sơn.
HVQ_036_002860	Có một tên nữa gọi là núi Quán Châu.
HVQ_036_002861	Trong núi có hang sâu trông lên thấy trời, gọi là Dương Cốc.
HVQ_036_002862	Triều Trần, Phạm Sư Mạnh lên xem, có đề thơ để lại: Hành dịch đăng gia sơn, Kiều thủ vạn trùng thiên, Đổ bồng nam minh ngoại, Tân nhật Đông Nhạc tiền.
HVQ_036_002863	Yên Phụ sơn nhất ác, Tượng đầu nhận cửu thiên, Tầng tàng Tử Tiêu uôn, Hội phùng Yên Kỳ tiên.
HVQ_036_002864	Dư địa chí 157 Hưng hưng Bạch Đằng đạo, Tưởng tượng Ngô vương thuyền...
HVQ_036_002865	Nhân việc công lên chơi núi ở quê nhà), Ngửa đầu lên trông trời xơ muôn trùng, Trông con chim bằng bay ở ngoài biển nam, Đón mặt trời mọc ở trước nứt Đông Nhạc.
HVQ_036_002866	Núi Yên Phụ một chòm, Núi Tượng Đầu chín nghìn nhọn, Nhiều tầng mây ở trên am Tử Tiêu.
HVQ_036_002867	Có cơ hội được hỏi chuyện tiên Yên Kỳ.
HVQ_036_002868	Thấy nước sông Bạch Đằng chảy cuồn cuộn, Tưởng tượng đến thuyền của Ngô [Quyền] khi xưa.
HVQ_036_002869	Lại có câu rằng: Vũ trụ kỳ quan Dương Cốc nhập, Giang sơn vượng khí Bạch Đằng thu.
HVQ_036_002870	Nghĩa là: Mặt trời chiếu vào hang Dương Cốc là cảnh lạ trong bầu trời, Khí thiêng của non sông tụ cả ở sông Bạch Đằng.
HVQ_036_002871	Núi Thiên Kỳ ở huyện Đông Triều.
HVQ_036_002872	Các vua triều Trần thường lên chơi xem, nghỉ ở đấy.
HVQ_036_002873	Phạm Sư Mạnh lên núi có đề bài thơ lưu lại: Đông Triều đa hữu hảo sơn thủy, Cố luyến minh thời cảm nhất nhàn, Lục ám cẩm điền kim tái đáo, Vân thâm long ngự diểu nan phan, Phong hiên thủy hạm thương đài cổ, Trúc bính hoa khê cẩm thạch ban, Tùng thị tiên hoàng du lãm địa, Xuân quy sầu tứ tối tương quan.
HVQ_036_002874	(1) Vì Phạm Sư Mạnh người ở huyện Giáp Sơn.
HVQ_036_002875	158 Lịch triều hiến chương loại chí Huyện Đông Triều có nhiều cảnh non sông rất đẹp.
HVQ_036_002876	Vì mến thời bình trị, nên không dám xin về để dưỡng nhàn.
HVQ_036_002877	Những ruộng phủ màu xanh, trông đẹp như gấm, nay lại được đến trông thấy lần nữa.
HVQ_036_002878	Nơi của các vua ở trước, nay mây che kín, khó tìm được lối lên.
HVQ_036_002879	Chỗ hiên hóng gió, chỗ bao lơn chắn mưa, rêu xanh phủ đã lâu ngày.
HVQ_036_002880	Lối đi có trúc, khe núi có hoa, nay đã điểm vết lốm đốm.
HVQ_036_002881	Đây là nơi các vua nhà Trần xưa từng đến chơi.
HVQ_036_002882	Xuân đi, lòng buồn bã, cảm nghĩ cảnh và người hai bên cùng băn khoăn.
HVQ_036_002883	Núi Phượng Hoàng ở xã Trạm Lộ, huyện Đông Triều, có 99 ngọn.
HVQ_036_002884	Tục truyền 99 con chim phượng hoàng từ trung châu bay đến đấy rồi lại qua biển đi.
HVQ_036_002885	Vì thế mới gọi là núi Phượng Hoàng.
HVQ_036_002886	Cửa động núi này đối với núi Yên Tử.
HVQ_036_002887	Đồn Sơn ở xã Đồn Sơn, huyện Đông Triều, đứng sững ở bến sông.
HVQ_036_002888	Đối ngạn bên kia các ngọn núi la liệt, như đàn voi ngựa, ở giữa núi có hòn đá như hình con mèo cúi xuống bên chân núi liền bến sông.
HVQ_036_002889	Trông sang đến núi Ngọa Ngưu, nửa dặm nữa là động Giang Chu thuộc huyện Chí Linh.
HVQ_036_002890	Núi Lộc Đầu ở ấp Yên Sinh.
HVQ_036_002891	Khi Trần Nhân Tông đi qua đó, dân lấy đầu hươu làm cơm dâng lên, vì thế gọi là núi Lộc Đầu.
HVQ_036_002892	Đông Sơn ở xã Vĩnh Tuy, huyện Đông Triều, có chùa Hàm Long.
HVQ_036_002893	Núi Đạm Thủy cũng ở xã Vĩnh Tuy có chùa Linh Khánh, quán Ngọc Thanh.
HVQ_036_002894	Sách An Nam chí nói rằng: "Động núi Đạm Thủy đi vòng quanh, hoa cây tươi đẹp cùng núi Yên Tử đều là nơi danh thắng".
HVQ_036_002895	Ức Trai có thơ đề núi Đông Sơn:...
HVQ_036_002896	Tam thập dư niên trần thổ mộng, Thổ thanh đề điểu hoán sơ hồi.
HVQ_036_002897	(1) Tức là sách của Cao Hùng Trưng, còn có tên là An Nam chí nguyên.
HVQ_036_002898	Dư địa chí 159.
HVQ_036_002899	Hơn ba mươi năm mê mẩn trong chỗ trần tục, vài tiếng chim kêu gọi người từ thế giấc mộng mà về.
HVQ_036_002900	Núi Hoàng Phói ở xã Trường Kinh, huyện Thủy Đường.
HVQ_036_002901	Cháu vua nhà Trần hiển lĩnh ở đấy, cho nên gọi là núi Hoàng Phái.
HVQ_036_002902	Tượng Sơn ở xã Tiên Hội huyện An Lão.
HVQ_036_002903	Trong hang có nhũ đá bốn mùa vẫn nhỏ nước xuống.
HVQ_036_002904	Các núi Chung Sơn, Phan Sơn, Mã An Sơn, Nhất Sơn, Vọng Sơn, Đào Sơn, mạch đều từ núi Tượng Sơn này chạy xuống.
HVQ_036_002905	Vụ Sơn ở xã Động Tú, hình núi trông như con chim.
HVQ_036_002906	Đấu Sơn ở xã Kỳ Lân, bốn phía cao vọt lên, ở giữa lõm xuống hình như cái đấu.
HVQ_036_002907	Nhà Mạc thường đếm quân ở đó để biết số quân nhiều hay ít.
HVQ_036_002908	Đồ Sơn ở cửa biển về huyện Nghi Dương.
HVQ_036_002909	Các ngọn núi cao sững giáp liền với biển.
HVQ_036_002910	Triều Lý xây tháp ở trên đỉnh núi từ lâu năm, có yêu quái.
HVQ_036_002911	Ấp An Sinh ở huyện Đông Triều là chỗ có mộ tổ nhà Trần.
HVQ_036_002912	Khi nhà Trần lấy được nước rồi, thì lăng tẩm đều quy cả vào đấy.
HVQ_036_002913	Xã Cổ Trai thuộc huyện Nghi Dương, là làng của họ Mạc.
HVQ_036_002914	Từ khi Đăng Dung cướp ngôi Lê mới đổi gọi là Dương Kinh.
HVQ_036_002915	Truyền nối mãi đến năm đời, lấy đấy làm nơi căn bản.
HVQ_036_002916	Đến khi nhà Lê trung hưng mới đạp đổ bia dựng ở các mộ của họ Mạc và bạt cả nấm đất và cây cối đi.
HVQ_036_002917	Trong phủ Kinh Môn, thói quen của sĩ phu phần nhiều mạnh dạn.
HVQ_036_002918	Đỗ đạt thì có huyện Thủy Đường là nhiều, rồi đến huyện Kim Thành, huyện Nghi Dương, huyện Giáp Sơn, An Lão, An Dương và Đông Triều.
HVQ_036_002919	(a) Tiên tổ nhà Trần, từ đất Mân, đất Chiết bên Trung Quốc sang đây làm nhà ở đất An Sinh.
HVQ_036_002920	Sau mới dời đến xứ Tức Mặc, phủ Thiên Trường.
HVQ_036_002921	(b) Tổ mộ họ Mạc nguyên ở xã Lũng Động, huyện Chí Linh, sau mới thiên đến Cổ Trai.
HVQ_036_002922	Khi lấy được nước, mới đến nơi mộ cũ ở Lũng Động, lập lên điện Sùng Đức để thờ tiên tổ; còn lăng tẩm đều ở Cổ Trai.
HVQ_036_002923	(g) Huyện Thủy Đường có 18 người đỗ, huyện Kim Thành có 17 người, huyện An Lão có 8 người, huyện Giáp Sơn có 14 người, huyện An Dương 7 người, huyện Đông Triều 32 người, huyện Nghi Dương 14 người.
HVQ_036_002924	(1) Mân: đất tỉnh Phúc Kiến.
HVQ_036_002925	Chiết: đất tỉnh Chiết Giang bên Trung Quốc bây giờ.
HVQ_036_002926	160 Lịch triều hiến chương loại chí.
HVQ_036_002927	Còn công nghệ của dân gian thì dân ở ven sông, biển phần nhiều làm nghề nấu muối, đánh cá; dân ở chân núi phần nhiều làm nghề săn bắn và đốt than.
HVQ_036_002928	Thổ sản thì có chim, muông, cá, tôm, cây cối.
HVQ_036_002929	Những sản vật ở biển ở núi lại càng tốt.
HVQ_036_002930	Phấn ở xã Yên Lưu huyện Giáp Sơn.
HVQ_036_002931	Cau tươi ở xã Đại Phượng huyện An Lão.
HVQ_036_002932	Cá, tôm ở huyện Kim Thành.
HVQ_036_002933	Muối và gà chọi ở xã Vũ An, huyện An Dương.
HVQ_036_002934	Đất trắng, đất đỏ, than chè ở huyện Đông Triều.
HVQ_036_002935	Các thứ gỗ, nứa, hươu, nai, cá, tôm, đá sỏi, muối, vỏ cây bách, nhãn trắng, quả vải ở xã Nam Mẫu.
HVQ_036_002936	Chè xanh, nhãn trắng, cau, cá, tôm, trầu không ở huyện Thủy Đường.
HVQ_036_002937	Đồi mồi, hươu, nai, cá, tôm ở huyện Nghi Dương.
